260	4610.48	0.279944	53.14	89.77	302.48	0.194807	308.61	4.44	12.12	3.51	32.07	148.31
259	4426.89	0.23861	52.58	91.7	310.49	0.212189	311.12	5.02	12.28	3.92	36.14	144.15
258	4370.81	0.234039	52.12	91.19	306.88	0.211324	308.59	4.97	12.34	3.69	33.52	141.86
257	4328.41	0.237016	51.67	91.86	305.4	0.211072	295.86	4.97	11.95	3.56	32.28	138.96
256	4229.36	0.214774	51.4	90.41	305.46	0.218456	292.66	4.91	11.97	3.64	31.16	135.09
255	4317.48	0.203318	52.35	92.96	296.24	0.22274	292.46	4.73	12.41	3.81	33.61	136.58
254	4409.32	0.202676	53.38	91.54	308.69	0.231441	297.48	4.85	12.44	3.91	36.74	139.08
253	4403.74	0.206532	54.54	93.22	315.8	0.24618	302.34	4.97	12.74	4.13	35.72	139.33
252	4338.71	0.197529	55.14	95.76	327.14	0.235162	301.46	5.04	12.98	4.44	34.21	136.16
251	4163.07	0.193606	52.62	94.5	327.7	0.237538	291.47	4.93	12.52	4.47	28.64	130.11
250	4174.73	0.196131	54.09	97.23	338.25	0.238268	299.15	4.78	12.73	4.79	29.76	131.26
249	4200.67	0.203299	56.28	101.04	346.43	0.243301	306.47	5.17	12.65	4.77	31.79	126.31
248	3892.35	0.186119	51.55	93.13	339.1	0.228646	287.44	4.79	11.24	4.39	26.38	117.76
247	3926.07	0.181487	51.58	93.64	345.09	0.232506	292.33	4.23	10.86	4.25	26.02	117.5
246	3682.84	0.175787	47.62	89.5	331.85	0.216154	282.48	3.97	10.44	3.97	19.79	110.11
245	3792.4	0.177882	49.27	91.85	350.79	0.222205	286.17	3.97	10.61	4.23	20.18	113.17
244	3630.7	0.17351	48.09	88.17	346.58	0.210635	264.31	3.77	10.26	3.93	18.69	109.69
243	3631.04	0.171754	46.61	86.24	330.05	0.210871	258.58	3.64	10.07	4.03	17.45	108.73
242	3905.95	0.182078	51.73	95.57	342.43	0.231746	283.74	4.07	11.25	4.75	19.75	117.25
241	3924.97	0.184041	52.84	97.72	324.26	0.237664	282.8	4.16	11.48	4.85	19.94	117.67
240	4065.2	0.189768	55.53	100.57	333	0.248516	293.5	4.34	11.79	5.37	21.22	122
239	3582.88	0.178393	48.49	93.74	313.84	0.204067	251.75	3.64	10.02	4.44	19.86	106.84
238	3625.04	0.179082	48.26	95.29	298.86	0.207831	246.52	3.76	9.93	4.39	20.76	109.85
237	3637.52	0.181358	48.21	99.85	284.36	0.211752	250.46	3.78	10.24	4.62	18.74	111.22
236	3154.95	0.164167	41.58	83.04	236.24	0.164254	213.91	3.09	9.13	3.78	15.69	96.71
235	3882.59	0.200778	61.73	111.33	301.29	0.233825	277.11	3.95	14.11	5.01	20.06	115.97
234	4130.81	0.209303	64.23	111.89	325.97	0.249074	291.46	4.38	14.44	5.53	20.97	123.5
233	4161.27	0.214441	66.04	112.75	318.4	0.252026	294.53	4.35	14.61	5.6	21.88	125.7
232	4122.94	0.213031	61.61	112.33	320.11	0.256975	288.75	4.41	13.66	5.86	22.75	122.92
231	4226.06	0.209995	66.01	116.27	323.14	0.267264	294.4	4.46	14.89	5.76	21.96	130.05
230	4228.75	0.211518	67.79	118.04	333.21	0.268641	296.5	4.5	15.2	5.71	24.86	128.29
229	4599.88	0.22364	78.48	120.84	343.91	0.293376	329.43	4.98	17.81	6.17	30.78	137.61
228	4597.12	0.226186	80.11	121.63	347.17	0.301941	334.34	5.16	19.02	6.22	21.36	136.18
227	4376.53	0.215189	71.29	118.82	327.23	0.286227	312.99	4.98	16.58	6.03	22.8	129.42
226	4236.31	0.204968	65.21	106.17	316.13	0.27322	295.17	4.66	15.84	5.77	21.83	114.13
225	4582.96	0.228811	76.84	126.01	356.39	0.307264	347.48	5.2	18.57	6.59	30.32	130.99
224	4578.77	0.226669	79.02	124.8	350.17	0.295884	348.98	5.23	20.08	6.34	31.72	131.33
223	4892.01	0.248479	86.04	141.2	393.35	0.33231	387.74	5.74	21.94	7.25	32.01	140.97
222	4703.39	0.25563	71.06	140.41	378.32	0.337213	383.04	5.94	16.38	7.28	33.16	135.63
221	4565.3	0.228006	64.17	132.38	368.34	0.295817	378.49	5.48	15.66	7.33	33.1	136.06
220	4579.02	0.218564	63.17	133.03	359.55	0.283717	370.67	5.45	15.79	6.96	33.66	128.24
219	4382.66	0.224508	62.36	145.4	356.78	0.278257	347.75	5.26	15.79	7.24	38.45	118.75
218	4382.88	0.202995	61.16	130.68	362.89	0.274641	347.89	5.23	16.02	6.97	40.09	114.99
217	4352.4	0.212577	51.75	138.05	399.85	0.268393	333.88	5.32	15.29	6.3	38.59	116.13
216	4371.6	0.217828	51.18	108.26	315.89	0.270482	331.92	5.27	15.28	6.06	40.3	100.87
215	4334.68	0.218958	50.19	86.29	315.37	0.265512	325.61	5.02	15.14	6	42.05	127.08
214	4151.52	0.246827	53.25	90.33	292.57	0.249603	317.52	4.6	15.29	5.88	40	127.97
213	4100.52	0.239286	46.73	91.16	291.5	0.254089	314.79	4.46	14.39	5.68	35.85	120.44
212	4001.74	0.191918	47.94	77.82	279.58	0.252456	321.59	4.39	14.56	5.47	35.3	115.91
211	4087.66	0.158735	46.23	54.71	294.2	0.271441	301.43	4.86	13.89	5.73	38.19	116.77
210	4193.7	0.155057	45.48	55.96	288.7	0.256137	297.47	4.43	13.7	5.66	39.97	120.04
209	4160.62	0.158883	47.28	46.69	224.28	0.243244	295.59	4.3	13.81	5.62	38.85	121.08
208	4331.69	0.157498	43.91	47.45	233.62	0.244955	301.46	4.58	13.93	6.15	40.69	117.9
207	4376.63	0.160431	44.15	48.78	232.02	0.258012	302.27	4.83	14.19	6.05	45.54	119.36
206	4181.93	0.161221	43.31	48.74	203.52	0.247928	289.82	4.79	13.69	6.09	47.49	112.26
205	4325.13	0.169991	45.8	49.75	199.44	0.256048	300.1	4.72	14.08	6.05	47.43	112.73
204	4073.26	0.168092	45.81	47.76	198.17	0.257339	298.06	4.79	14.3	6.52	46.65	103.23
203	3884.71	0.173853	46.43	49.37	205.49	0.278085	310.6	5.05	14.81	6.79	36.61	104.76
202	3650.62	0.179307	47.1	50.65	205.79	0.295213	308.86	5.54	15.17	7.58	33.5	98.96
201	3381.28	0.180399	46.5	49.47	200.96	0.294135	295.89	5.6	15.19	7.91	36.18	91.54
200	3342.47	0.182947	48.01	50.96	199.21	0.279883	296.03	5.27	15.38	7.53	21.75	85.91
199	3419.94	0.192586	48.63	51.94	203.84	0.275143	296.77	5.41	15.88	7.87	18.27	86.51
198	3378.94	0.179021	45.8	50.21	197.19	0.280321	269.18	5.64	15.31	7.62	18.68	83.05
197	3213.94	0.180444	45.1	47.83	189.13	0.248318	261.57	5.21	15.35	6.72	15.21	79.32
196	3252.91	0.184737	46.86	48.58	193.83	0.228656	256.51	4.32	15.93	7.12	14.02	79.13
195	2895.89	0.173743	43.45	45.12	186.97	0.22424	223.07	3.67	15.04	6.61	10.43	70.9
194	2804.73	0.174612	42.86	43.36	186.99	0.22689	225.34	3.84	15.37	6.04	10.67	69.35
193	2710.67	0.173113	42.13	43.63	182.93	0.219719	219.95	3.51	14.77	5.57	8.11	64.93
192	2718.26	0.177053	43.04	44.15	184.75	0.181054	226.77	3.01	14.57	5.92	7.86	52.44
191	2875.34	0.167386	43.02	39.84	178.51	0.165068	203.87	2.78	14	5	7.33	66.14
190	2757.18	0.165082	40.42	39.62	172.82	0.1605	197.98	2.72	13.81	4.85	7.15	61.52
189	2726.45	0.169871	41.12	43.89	185.25	0.170197	205.79	2.87	14.4	5.22	7.26	64.96
188	2809.01	0.165937	40.61	43.96	185.61	0.165774	193.12	3	14.16	4.61	7.09	69.28
187	2671.78	0.173457	42.14	45.24	194.09	0.170475	204.32	2.75	14.66	4.97	7.72	65.09
186	2529.45	0.173822	42.23	45.8	194.37	0.156463	203.95	2.74	14.77	5.06	7.17	62.68
185	2576.48	0.178104	42.24	40.68	195.52	0.158206	206.71	2.91	14.92	4.82	7.35	63.65
184	2754.86	0.192002	44.41	45.58	204.02	0.169644	224.71	3.52	15.88	5.77	8.46	67.02
183	2730.4	0.195058	44.06	42.67	191.03	0.166136	225.95	3.65	15.78	6.17	8.57	60.14
182	2810.12	0.19332	46.56	44.71	195.31	0.176768	229.48	3.9	16.51	6.78	8.62	67.31
181	2667.76	0.182608	45.76	40.34	185.86	0.143792	218.31	3.24	16.14	6.22	7.42	67.21
180	2817.6	0.188295	45.02	40.3	188.59	0.152087	227.26	3.25	16.06	5.38	7.21	69.79
179	2273.43	0.168388	40.86	35.06	155.65	0.126825	199.7	2.64	14.83	3.85	5.88	56.61
178	2318.88	0.188718	44.3	36.38	158.07	0.132327	234.39	2.83	16.4	4.18	6.02	58.29
177	2228.41	0.177889	42.67	34.83	153.85	0.133729	193.42	2.52	15.5	3.88	5.77	55.49
176	1929.82	0.148056	40.91	29.43	132.64	0.097294	157.36	1.97	14.18	2.88	5.04	48.05
175	1998.86	0.170589	38.92	32.09	140.14	0.111478	170.66	2.04	14.77	3.19	5.03	44.57
174	2233.34	0.190769	42.8	35.48	161.08	0.117498	199.66	2.43	17.55	3.29	5.54	55.53
173	2357.9	0.200809	46.33	38.23	171.24	0.122953	209.73	2.9	18.36	3.68	6.29	57.64
172	2398.84	0.205354	48.75	40.39	179.89	0.133841	230.77	3.05	19.94	4.35	6.63	58.26
171	2337.79	0.185019	45.33	37.14	165.73	0.119303	197.4	2.59	14.72	2.98	5.4	55.07
170	2372.56	0.203165	46.58	40.01	174.4	0.132048	215.36	2.82	15.48	3.04	6.03	53.97
169	2518.44	0.233416	49.58	44.85	195.64	0.152993	242.14	3.75	16.26	4.28	6.9	58.96
168	2571.34	0.236134	52.14	46.1	209.2	0.158505	251.7	3.93	16.99	4.95	7.45	60.18
167	2518.66	0.23948	46.58	44.25	196.46	0.156905	245.99	3.77	16.75	4.92	6.77	56.58
166	2608.56	0.254641	51.13	50.12	213.17	0.169307	270.55	4.34	17.91	6.22	7.84	59.06
165	2601.99	0.256523	53.19	45.72	209.48	0.174562	268.77	4.56	17.77	5.99	8.03	57.08
164	2601.64	0.254709	55.33	45.47	183.06	0.18835	273.3	4.32	18.05	6.32	7.78	55.48
163	2564.06	0.259959	46.43	43.63	180.79	0.176653	282.9	3.81	17.85	5.95	8.22	53.36
162	2506.47	0.259449	41.57	42.79	173.49	0.159311	287.99	3.62	17.91	5.88	8.1	52.04
161	2434.55	0.254744	38.99	40.96	165.71	0.145722	274.6	3.7	17.81	5.55	7.95	50.04
160	2480.84	0.26293	40.35	43.73	181.77	0.159532	294.92	3.57	18.92	6.3	8.73	51.39
159	2539.32	0.265421	41.07	45.02	177.17	0.163684	302.88	3.91	18.66	6.59	9.77	51.84
158	2574.79	0.280455	42.85	47.32	184.13	0.170694	327.93	4.24	19.65	6.97	8.38	52.11
157	2552.45	0.276306	40.54	43.57	176.02	0.163454	293.09	4.29	19.14	6.68	6.83	50.56
156	2478.45	0.277288	41.13	43.49	162.89	0.162366	272.69	3.83	19.58	6.36	5.53	48.33
155	2589.41	0.298423	43.92	45.89	172.88	0.177182	303.25	4.62	21.42	7.08	5.95	51.16
154	2608.72	0.31111	44.49	48.03	182.62	0.18616	323.7	4.86	20.19	7.69	6.3	52.87
153	2744.91	0.319978	47.34	51.41	189.26	0.197522	341.74	5.21	21.34	8.35	6.84	55.67
152	2705.41	0.297848	47.71	47.28	177.06	0.182819	336.37	4.92	20.79	7.12	6.94	52.3
151	2689.1	0.296366	47.79	46.59	178.81	0.191312	336.87	4.89	20.7	6.98	10.15	51.27
150	2721.79	0.324427	47.22	48.08	187.91	0.199343	359	5.07	21.68	7.03	8	52.42
149	2589.6	0.296068	50.32	49.09	201.26	0.195966	370.06	5.15	22.95	7.7	11.72	51.38
148	2548.29	0.2846	46.04	49.6	193.53	0.198033	371.46	4.99	22.07	7.42	5.26	50.9
147	2655.88	0.268351	47.65	50.46	178.13	0.204418	379.41	5.18	23.27	7.76	3.76	51.03
146	2518.56	0.262068	35.7	48.11	166.25	0.192579	370.23	5.16	18.4	8.09	2.77	50.94
145	2464.58	0.259266	30.22	46.02	163.35	0.194843	361.93	5.28	18.36	7.96	1.78	49.18
144	2506.37	0.278447	30.22	46.3	163.21	0.201501	359.05	5.09	18.84	8.07	1.74	47.83
143	2717.02	0.266153	30.64	51.8	183.97	0.210863	397.54	5.77	20.74	9.46	1.81	50.87
142	2659.63	0.253964	29.5	50.04	170.78	0.202731	401.49	5.36	20.33	7.49	1.51	45.68
141	2958.11	0.272759	33.22	58.7	188.27	0.218017	340.61	6.32	21.57	8.7	1.67	53
140	2947.71	0.260874	30.44	52.28	152	0.202606	337.67	5.82	19.66	7.11	1.68	54.04
139	2823.81	0.286019	29.68	55.62	148.93	0.215685	281.74	6.34	17.45	8.6	1.55	49.97
138	2805.62	0.289678	30.21	56.19	145.03	0.219575	261.67	5.82	17.54	9.36	1.36	41.43
137	2732.16	0.279783	28.39	52.54	140.36	0.209825	258.07	5.27	17.51	9.39	1.28	35.93
136	2863.2	0.284548	30.55	55.57	145.19	0.233988	264.47	5.51	17.49	10.62	1.34	37.99
135	2686.81	0.294003	30.84	48.26	144.92	0.236163	248.46	5.64	17.31	10.4	1.28	32.14
134	2511.81	0.299413	27.94	42.9	143.35	0.215562	245.33	5.35	17.48	10.48	1.26	25.55
133	2515.35	0.29458	27.66	42.37	144.29	0.215075	224.38	5.19	16.26	9.3	1.26	25.59
132	2488.55	0.303448	28.94	44	145.29	0.227844	223.78	4.53	17.38	8.68	1.35	24.19
131	2407.88	0.333657	28.8	43.7	136.08	0.230595	222.24	3.44	16.83	6	1.24	22.18
